avf_D6_MDS,iii_D5_MDS,iii_D6_MDS,avf_D5_MDS,avf_D6_LEE,iii_D6_LEE,ii_D6_MDS,ii_D5_MDS,iii_D5_LEE,ii_D6_LEE
0.2972275435050121,0.5877431699986492,0.37466020165725494,0.4994136230719421,-16401.76194910299,-16023.921247451442,0.4272727964070315,0.6653499953081383,-13425.186491002965,-15625.095049408043
0.3616277585904661,0.71698471925412,0.4941392511311994,0.654925339648412,-15996.58884410173,-15446.847091314736,0.5136851051053446,0.9018728710262983,-12789.360345088084,-15208.392596731941
0.5180355816867515,0.8963549400391712,0.7695823410471883,0.6429053153341221,-15434.292288145041,-14485.390512634245,0.5558131112795816,0.8159317002699885,-12417.889903109128,-14994.385179326711
0.5397021087546497,0.989080111670241,0.750758549054541,0.7732787951821344,-15199.06517784652,-14374.522915503268,0.5570437653670635,0.9852457003013738,-12175.40130396313,-14858.385223773534
0.5364156544646256,0.8873691553886831,0.7036296238266714,0.7503659128138787,-15318.329918024123,-14504.695000362295,0.5844912556191967,1.0181427034245696,-12427.715904388748,-14984.360515032691
0.5645274958525931,1.0650351244336564,0.8677363847795814,0.8148299308910829,-15053.762419535906,-14154.421970266312,0.6033638779937375,1.0450068431591524,-12027.752340811765,-14898.838847623116
0.6948942563380682,1.10330002130063,0.8864994587158685,0.859593016124489,-14810.856888837236,-14204.65166756016,0.7762623628293158,1.2273326260112332,-12003.436237201242,-14360.802994620883
0.6378369229525975,1.1840124641933596,0.9201424141307016,0.986359797147786,-14960.174080931985,-14306.253554816507,0.6955015942124443,1.2109814388166518,-11883.651572218689,-14672.437090333706
0.6570704356970657,1.2533221616232064,0.9806334097932441,0.9289206467772103,-14838.411469358503,-13941.196890942148,0.6444305441276807,1.1918356516896291,-11856.156964212041,-14603.949198114613
0.6341380263706181,1.2662263496270265,0.9480450909280108,0.9145741396444416,-14891.839249960714,-13925.911104522635,0.7043254200311584,1.2088645047139424,-11929.577320144906,-14636.328932982697
0.5293826619679225,1.088564260732467,0.7529312409183907,0.8056437754672692,-15268.86667402531,-14498.683956549532,0.6296836174968997,1.029887200235896,-12172.691618874214,-14817.991444190418
0.5499139881082578,1.173947443251308,0.7790334713771917,0.9340956927935552,-15037.366889003039,-14526.306140642493,0.6852866698345479,1.0714999338086406,-11794.763501868345,-14705.596873150891
0.6077212748700942,1.1510081916300163,0.8007435960958363,0.9555111003890603,-14893.477740618393,-14332.905491348298,0.778597198553479,1.155319359191353,-12006.50709166623,-14503.596074409861
0.6043347759413582,1.0427573415484879,0.8199652759742396,0.8847179111484866,-14941.112910011794,-14381.707929193817,0.7724890581521526,1.3022526630375104,-12117.492790085416,-14322.378980965108
0.5812602054047926,1.1924154477447797,0.812554124388031,0.8660174067308164,-14958.76179779099,-14335.815145179255,0.669546161921928,1.1080916901959923,-11921.21894674614,-14632.901144618927
0.6006707545961294,1.1239180073998296,0.8255871187458582,0.9908041093676808,-14814.169149340227,-14274.049296931154,0.7261833504218604,1.4270694991807502,-11820.629639335555,-14423.300150571813
0.6121266065547752,1.1141956149262222,0.7809378998920072,0.8956011280376761,-14846.675149566514,-14399.815829491035,0.7616909703020875,1.1894092468495128,-11937.66809067645,-14379.151596339598
0.5908924425936151,1.1249042353581367,0.6949888079395175,0.7999871515683539,-14990.576755900951,-14550.012197709437,0.7264077891185153,1.12932817563474,-12094.078465436265,-14470.534569671776
0.274814993325583,0.558011628166387,0.39619115070812516,0.4199395727141107,-16635.53899992153,-15912.285446048125,0.27881543398400876,0.49304443659385316,-13282.440763312563,-16463.874272124187
0.4445935176281602,0.9199752131668351,0.6903112271011939,0.6999848665874908,-15701.331872770177,-14832.86372177652,0.4795780669279694,0.9100352065528625,-12541.416194957656,-15147.257884217379
0.5637361410188272,1.077077756685201,0.8087286030435329,0.8329914601419696,-15083.02092894764,-14374.024139703073,0.6685369023323566,1.1578381212410305,-11994.513383497548,-14623.267273785123
0.5895407586404757,1.0272418079487609,0.8277279476961396,0.8397718429905606,-14984.124035166366,-14379.673893922181,0.6015480827962912,1.33655365543405,-12250.673798183041,-14713.675305149243
0.5744047957519706,1.0653893293002485,0.8707335874660524,0.8296890904374908,-15062.039479648389,-14313.474661415688,0.5741319705456933,1.1059619230591318,-12030.119372720437,-14916.169265217326
0.5240559820199514,1.0304881494178957,0.7157894969672175,0.7758296771255297,-15286.81722412174,-14575.494509773262,0.644067032124239,0.9718607381543493,-12197.811793586377,-14930.670462654285
0.5727482922902449,1.135842988738959,0.7959560934091613,0.794740638220611,-15066.892409401427,-14131.843830622198,0.5047205017618025,0.9769818708312856,-12326.239280860918,-15114.540711314308
0.514968045748798,1.064252628353667,0.761258084476605,0.7533161410544483,-15279.406736891562,-14477.714738888319,0.5643490541191785,0.9232517180272828,-12182.101623839171,-15116.345381520303
0.44775232223309064,0.8734101937679204,0.6388153453576142,0.5787093022727867,-15739.190745102236,-14894.147257363811,0.5165681945318896,0.6715963841579767,-12619.42313035824,-15347.128731953144
0.5256311926958472,0.9800153198944971,0.8405577527083787,0.733100408811867,-15330.169523867331,-14424.963959662527,0.5847622102450464,0.8654176693277666,-12123.544679535553,-14991.463326456469
0.5535056783635107,0.9624355683584708,0.7260721298202262,0.7106713945941732,-15197.945862716368,-14489.108956900287,0.6139512226048001,0.923871245424088,-12392.160344854896,-14932.917326220651
0.6206937426180703,1.0898600545032255,0.8264449581952734,0.8492793864224653,-14919.677175737943,-14376.378098819718,0.6884118709920038,1.0309657430250085,-12089.887540341213,-14609.287629836623
0.6075376072539089,0.8419477049647341,0.5793771265474827,0.8981650262851426,-15052.973702799021,-15081.327477082821,0.853105504286645,1.3040912914224803,-12635.697414058082,-14250.964932051975
0.6155277443239476,0.7646425570801787,0.5735438139543665,0.8792930394208339,-14877.404476786385,-15068.534462019223,0.9350387596237572,1.3464637820886287,-12909.354553155674,-14173.760332269932
0.5468235037552082,0.702740535961663,0.563112975996364,0.778615894679464,-15230.874255002569,-15175.097807957889,0.747687461687106,1.2268923090890893,-13064.512850904333,-14410.471927301236
0.43569153548971584,0.6161445567057238,0.39749786790405506,0.6010937803520239,-15784.600052146161,-15829.287859671213,0.6798805514393963,0.9933363669239424,-13079.009321808146,-14660.026714449294
0.49440995649568453,0.6002799854462462,0.406689660713154,0.7337526874612958,-15350.437648332863,-15707.051728023358,0.823315566852931,1.2368031127724908,-13288.294929361542,-14235.966038047343
0.4918708368218522,0.6667388861148348,0.4721423747752832,0.7727140814223808,-15248.980285000298,-15637.419879563191,0.829705624288756,1.3288357060953602,-12943.612185909393,-14261.745639769746
0.5647114526929804,0.7034700135751374,0.5093835937527295,0.8263600659836221,-15093.519987444331,-15282.021531439637,0.8821074704929827,1.2233051121650942,-12907.5372454305,-14103.86366491194
0.483792082463996,0.7201752608824626,0.4268060375627293,0.6639937101387711,-15388.94745181814,-15668.177057816469,0.7848824483763961,1.129312688890854,-12907.623902571811,-14378.175147710383
0.6939096101191484,0.787165910269083,0.5802725319449902,0.8228198414099507,-14672.657868395836,-15045.034264278056,1.0118184984937693,1.2065146879069355,-12802.992889944022,-13799.629673465435
0.5995228231327298,0.7276029284889108,0.535528880212694,0.8641489261467096,-14925.62662563059,-15247.482758925355,0.9452522197123229,1.3631531822203509,-12905.772200762449,-14001.089903961783
0.7192163058398636,0.9029459109499496,0.7065716922334938,0.9829044893862383,-14579.996513516915,-14703.27541715151,1.1325478377565554,1.3907766188523847,-12508.752909976862,-13607.47521572573
0.7854095790408101,0.8289118666590842,0.8143423695058998,1.055567025257481,-14308.529507383175,-14333.652379367006,1.1811897089971044,1.518553938628021,-12658.883244945719,-13488.318897230809
0.715465550110103,0.9951668703733212,0.7347044028235552,1.0026601909653685,-14525.163842663205,-14562.147068491566,1.057437241455822,1.6283279750674078,-12384.594500841387,-13802.431666019222
0.6685220029530811,0.747368015269666,0.6657343087868397,0.8526083357400718,-14884.880829410451,-14888.36325813511,0.9526110160336612,1.3459752082156191,-12794.668347115272,-13927.209132413707
0.7638743526605325,0.9184833095138867,0.7506763267801458,0.9795396259868875,-14527.335427129905,-14620.934045247453,1.0236190553339122,1.4430267134507995,-12479.993302710922,-13728.909522819124
0.8001758396403347,0.8501277198805022,0.7528754914810296,0.8986847109883335,-14314.33849761616,-14487.474680114174,1.1984817592180737,1.2622658337625887,-12614.383864496409,-13550.86331925699
0.743048039780062,0.8503162924858084,0.7224415683548181,0.9525321294039732,-14536.939479260778,-14597.179238160583,1.138643599536435,1.425773164197843,-12716.619964392292,-13517.08516817939
0.7057179168168924,0.8403655644362487,0.7119895227581867,0.9127749679854603,-14568.596353425522,-14677.687789763708,0.9521480487491384,1.3210260519403536,-12662.498657974866,-13989.76287639987
0.49112755313882167,0.5845278978885217,0.3931006729847884,0.6675451735986284,-15454.583360945915,-15923.998110599861,0.7644042855512115,1.111678922680058,-13483.044442651073,-14351.22191025565
0.5035542064852161,0.7143354592079812,0.4948767974368233,0.7627262409931391,-15323.816397980972,-15344.682043842533,0.7142273374936877,1.012067409916798,-13076.640260201895,-14561.401506326507
0.6749603122445761,0.8653915281938033,0.6827815392922894,0.9251684573709762,-14848.864367162823,-14708.28031889375,0.895036489550776,1.2023534191429415,-12578.602758960064,-14209.165759148815
0.7051707819223164,0.946330852403959,0.6156209240164934,1.042733357235596,-14537.600652981984,-14763.082510793118,0.9359017176295906,1.3487225086905161,-12336.286151267195,-13891.357761453259
0.6346885145881217,0.8467689042723628,0.5902925095160713,0.8783591088148847,-14869.810931127162,-14852.086336438613,0.8558180978425455,1.232692300940743,-12675.010689527151,-14046.942094019003
0.663124883204026,0.8455547256856588,0.6205542262326821,0.9178402703567087,-14830.256126672168,-14954.314917213545,0.8704298943590997,1.243365510082401,-12711.319797193191,-14193.346600268775
0.5358202535614829,0.528532893627663,0.4428914531422221,0.6278048211027671,-15285.615182179832,-15736.247253017227,0.8312980312116998,1.0163864176229556,-13510.687295035848,-14269.497247436244
0.5446018308675992,0.5639217874305383,0.43234840544094494,0.8018024292431409,-15219.128066868005,-15759.834060318895,0.9065688801023559,1.3481587574688019,-13430.982040975667,-14030.919859178346
0.6136652404683525,0.6489470397566115,0.4808445351594733,0.7675168541184133,-14941.234569666354,-15515.455140628561,0.9707408103051367,1.2886559939531008,-13201.414007195475,-13918.488177161378
0.5374112669900262,0.6430928157881601,0.46333150873972745,0.724491086048689,-15339.495635175583,-15595.819371814738,0.7381580340765557,1.0305536134681543,-13136.146093824504,-14368.065278569984
0.5235986867692596,0.6701516190974192,0.5285658337223706,0.716829810747093,-15372.864414967822,-15336.735043785779,0.6989529535143789,1.063148130842695,-13043.994292348063,-14647.75332730223
0.6346516531144001,0.7299987121956566,0.5531652866825446,0.812018123911595,-14975.495357224501,-15150.425875624931,0.9160712539167258,1.1629041488589837,-12980.915893776328,-14147.965091163427
0.590468032323639,0.7965732192912574,0.6518509856957047,0.8083347908157504,-15047.410988442254,-14953.965737435119,0.8736005431969427,1.289238350933291,-12774.149292805727,-14107.024117433819
0.3980008727105382,0.6581751335463658,0.4291269994199806,0.5644076570037134,-15842.373207592009,-15674.047077076339,0.5336565866099164,0.8176301737512724,-13196.327889490061,-15287.687476822397
0.2559904182955231,0.4416265690736562,0.2804016012216961,0.4325883426227746,-16630.168846239612,-16567.732692885827,0.3851107406870546,0.6883566549715783,-13772.457094882939,-15850.602499765033
0.30923732051537284,0.48437614635912185,0.3492782158680047,0.48083166964557306,-16420.44040073209,-16204.74104773929,0.4437590122931086,0.8247420322309594,-13585.672203458904,-15499.362409813968
0.4399541309404302,0.6222509226197764,0.5027060392989791,0.6889901598402502,-15649.503243418263,-15445.855608315771,0.5635076830149173,1.003836428556983,-13087.482505930062,-15040.845499666168
0.4400667941364295,0.6269467280402243,0.5228501687600288,0.6771923584083248,-15571.556690525063,-15305.207599743811,0.6144088452015786,1.0188673620704145,-13304.92593835443,-14796.215679571927
0.5339430701208518,0.8111387020138004,0.6063388318729639,0.8426100469937096,-15284.50276780561,-14984.513257156657,0.7315069521950461,1.2756510442914113,-12870.115532340327,-14437.133520086154
0.1766645906028998,0.5501404841544955,0.19216556256794876,0.4827241240910889,-16856.737533082276,-16495.756241187955,0.1990719480088265,0.41796031997032645,-13527.206221501023,-17034.60580163479
0.1991292060029917,0.635724244856016,0.20750413629776368,0.5175282706982075,-16757.916383354157,-16505.958613354975,0.23510230608298247,0.45995847081117514,-13296.561181034123,-16902.96699666925
0.20968400231542736,0.58794254504547,0.21193349248374935,0.516667748065494,-16741.22053317818,-16479.099945910908,0.22055776157721455,0.4500241352891241,-13538.314364845948,-16967.293706219498
0.22542376422838678,0.6573337541035421,0.27531247551865734,0.5302253440259638,-16565.247807029373,-16145.13046239454,0.2298024640201419,0.4715785020001819,-13194.83559488264,-16788.302456694888
0.23108006415524068,0.603153908954612,0.25859415443523937,0.5414216637442547,-16682.346458306813,-16402.02313602159,0.261546152130455,0.47044410480536597,-13516.067738716554,-16769.818110592612
0.2314018104684982,0.6485501592714185,0.2692276599087641,0.5530097228297789,-16551.547696384543,-16163.971114900873,0.23485785679316223,0.46357527226562184,-13281.611884441865,-16718.17594599053
0.21715343923618852,0.5889109231760616,0.2521441860311131,0.49376569725357405,-16671.60630489321,-16427.551350590416,0.24193688418341736,0.45899559127619266,-13703.042842469356,-16768.05794014954
0.21424027396670467,0.618158098817022,0.2589084197665056,0.5253855310115227,-16864.0195292411,-16231.370889848695,0.22214768507619292,0.48917896404636796,-13227.67884702906,-16928.881965766246
0.19393943778240197,0.5627901083317199,0.24830830830226613,0.4591478401505156,-16933.057079169746,-16449.739414888598,0.20746467869509275,0.4089318173763647,-13608.128012178393,-17053.714598907816
0.20409886347192316,0.6004181088387132,0.2533205730938042,0.5013969152177349,-16862.971478782907,-16322.352649762026,0.23406395029711233,0.4419630564544278,-13396.263491619788,-16866.666791894542
0.21612289061086565,0.5967727868192628,0.26001398369684586,0.49069263884418474,-16758.90468530017,-16359.924041043054,0.23369772036149414,0.4258461286471165,-13642.674609633978,-16892.819640887396
0.23898463912160567,0.6398177124099951,0.26684055922115785,0.513264355127434,-16549.89566231388,-16234.633899343076,0.2520287975185838,0.4558884700978758,-13184.2469572326,-16602.500802462728
0.20370811469895514,0.6217117291197121,0.24099418265377895,0.5148246819788029,-16771.422243071283,-16304.224054851682,0.24141711839932917,0.48495492713252497,-13499.68357072074,-16734.393668803397
0.21101815366608964,0.6043982528475291,0.2645030800069927,0.5132327529243115,-16789.84412901941,-16346.041466033283,0.23696107788190807,0.4825087444622911,-13418.112525034416,-16794.75378165186
0.23201617029166632,0.631190187705701,0.262368567829079,0.5454953438682006,-16640.400895625688,-16050.441812960706,0.26639853980235334,0.5289724985542708,-13292.258480600587,-16599.523276551372
0.23633447304944866,0.6282312372803772,0.27819394289018673,0.5254801743405824,-16502.306779673585,-16169.944435101257,0.2545953550167464,0.4665448361451277,-13153.78472441859,-16623.624955285613
0.24199041185561612,0.6630954055697365,0.27310482939845865,0.5554387238926155,-16587.294707398294,-16152.61231124581,0.2607681533843402,0.4811077889117555,-13231.302294329913,-16701.094070210944
0.2137525052782685,0.651802533990207,0.23975902512253985,0.5326605822953681,-16773.02702234313,-16408.841445600527,0.24287816494620754,0.4621827929179028,-13447.776972677015,-16879.095052703964
0.2203902414014708,0.5885975461768399,0.2534915150731211,0.5339138168765194,-16570.899503645283,-16373.079360166175,0.25141616954172824,0.5137321423274099,-13397.97870991332,-16801.105830190438
0.21804656229044983,0.6858271740453652,0.25838970651788024,0.5756252426604307,-16530.690893816103,-16158.849161249786,0.2571297227739399,0.5182240130982046,-13094.043043624742,-16709.369810393247
0.21947094930989614,0.6169751163189301,0.25594374869346725,0.5169969752757664,-16740.773156633513,-16367.057491672826,0.23051448309970743,0.47353208985580597,-13264.905441031593,-16870.18856845198
0.23806633542262995,0.6616708404857424,0.2633575206288611,0.5544481755329721,-16632.18113339143,-16225.293449275072,0.25973078279491735,0.489299642477496,-13278.111524676795,-16682.809495657268
0.22241492300589508,0.6110959549662098,0.24861168363953748,0.5153848280621672,-16577.226718797996,-16359.19711726816,0.25550554533890374,0.49811547655498767,-13436.734656249082,-16535.114427922672
0.2566160140965935,0.6743026458939457,0.2966085416048291,0.5405099455763409,-16649.63795761334,-16168.618197867992,0.25800719756087676,0.4536823649309776,-13096.427537777194,-16630.21381074145
0.23251883865282652,0.5975565986628998,0.28637971619165803,0.46490623687715255,-16807.97254662498,-16359.999866227849,0.2623885582031028,0.4238539643350833,-13405.131928772931,-16665.569678260545
0.23099957780502428,0.5904549181593082,0.2580589736941588,0.4531912888804595,-16983.669022720587,-16457.29654869878,0.25537943548769987,0.36453538555802567,-13440.805143973424,-16871.584341728798
0.2138217833367329,0.5349204270161841,0.2655262209300682,0.39141902940090406,-17059.292345645317,-16476.715831741512,0.22286438947283482,0.34696542993332274,-13651.841011695396,-17016.024648919985
0.22482707231281238,0.6249178905946842,0.256376581326025,0.4655375092254408,-16783.774061079086,-16394.78312141321,0.23799048364916583,0.3817006850397148,-13304.80658145532,-16880.017952836162
0.22481342250859296,0.5850804525247513,0.2767454433975119,0.45559722943871667,-16943.121527355303,-16475.575989520534,0.22928688142095105,0.385306109243307,-13360.011904581845,-16927.584118433864
0.24632674089905462,0.6224596086056154,0.28842905973183286,0.511222061564832,-16761.544198859694,-16155.474339411952,0.24922721170953097,0.4287130369168147,-13191.995197924825,-16812.263587625945
0.21106328216530487,0.5919424980470157,0.2406478710240485,0.4269877572655496,-17266.20933912812,-16642.226708113387,0.23411053035196916,0.3523071100121252,-13504.000854446349,-17105.435173778347
0.21262353192456931,0.5312696782592404,0.2393276535955126,0.42254689968169584,-17042.77516546704,-16748.243436739758,0.24766065802584655,0.35221580556683035,-13659.486273501538,-16877.356364262916
0.23137781821246192,0.6061811761699706,0.24965289835768495,0.514018386210047,-16579.225091105975,-16384.75845157789,0.256425006913596,0.47036719018487033,-13392.275033325488,-16677.705557667025
0.2342224391941336,0.7089766520615699,0.25707569118664714,0.5848250922997202,-16493.352634452167,-16062.02568853485,0.2522183349176265,0.48353948648739153,-13165.090310669908,-16655.951069035273
0.23948923947594564,0.7211714991402853,0.26670845743261123,0.6019406758983328,-16484.363187826715,-16071.42478207886,0.25057812820525754,0.5022824232981221,-12975.997822469239,-16690.963921149225
0.205615342362824,0.6530060956181737,0.22260723459263096,0.5407022357746161,-16614.58982454402,-16325.658254314636,0.22495310048224992,0.5083365578028177,-13250.314353357528,-16691.23784616228
0.23091774115946695,0.6585914760135502,0.23911220282420692,0.5806419123089166,-16410.5878416347,-16238.525069722768,0.2578894017468801,0.5186653610355746,-13219.251895447876,-16616.402472043537
0.3209265330337839,0.5925126331434225,0.46073607080457163,0.4207107608226279,-16357.848363827992,-15597.584941784127,0.3277001430267424,0.46533088207127477,-13424.149103654096,-16314.513368731738
0.28368479877449765,0.5488283105464948,0.448010878186602,0.4086521194505531,-16528.015297094717,-15514.029983895103,0.29704405378144433,0.4201020248476744,-13440.200138572887,-16478.111020171964
0.2768564977627643,0.5821238799138007,0.4254750667643452,0.41050818497060576,-16712.5072865638,-15718.805762131497,0.3219778380219071,0.4056377783040515,-13371.494477826234,-16403.36003439078
0.26872220910283856,0.5927012822998535,0.3812988315683503,0.4536050462547855,-16679.04205345964,-15756.664110518337,0.308310861276468,0.4417333431227724,-13427.382511768537,-16506.594205175275
0.2915498136079437,0.5252291950521724,0.38035161992829586,0.39343318050698484,-16513.661819497232,-15849.72549364901,0.35371857329274425,0.4416374640325572,-13744.620479193378,-16126.989010929765
0.2754018746298506,0.5884948733362866,0.3738040034960419,0.40347573106203993,-16634.24547954266,-15956.68900657059,0.3254985892944147,0.43975168407501186,-13671.12206564793,-16338.572090408798
0.2653761322016954,0.5536661201104561,0.3947728779813888,0.3605132937157172,-16738.092943265474,-15845.664738710388,0.2903487498241602,0.3961707103543185,-13521.210383606336,-16657.866231458753
0.3282277290068823,0.5392920546640101,0.41601918325536175,0.41045019421949497,-16338.312325018873,-15824.455182049045,0.3504578128178097,0.44849728716611686,-13522.32851266264,-16219.532805634284
0.28670474304790716,0.5721524781825089,0.4379275599405635,0.44120632789106823,-16472.052172898762,-15822.508235311225,0.3196556532851486,0.42492233706615035,-13230.912382118386,-16475.198325445384
0.34871035024567193,0.6119645515692729,0.4391092986567008,0.4662601452296849,-16059.076580086628,-15535.847219901918,0.3607480198324235,0.4942630247913364,-13238.19575109916,-15972.183999875584
0.37927238942385294,0.6460899189521527,0.47114723236949946,0.522795223119872,-15986.353134970579,-15472.220781478114,0.4128430370441178,0.5706668539742119,-13232.681050176243,-15813.02406051909
0.3483439060464549,0.5746460096746832,0.43915127924718966,0.4922130739603819,-16037.247084072784,-15618.327551252178,0.41184566678161827,0.5594034630951142,-13398.928281641009,-15751.2177538646
0.37759093353674167,0.6286475617256683,0.48710722692952646,0.5104784794356969,-15820.281702360335,-15269.005160057273,0.4041489931638603,0.536885575072311,-13292.082759478795,-15733.796736704897
0.34333573530773576,0.5274433993445222,0.4394578265590106,0.47423776683451024,-16068.967308096573,-15659.846126865596,0.404895974304023,0.5834795857442834,-13796.954486165017,-15798.693039345742
0.297452115999,0.6063728123883823,0.4102958810873094,0.42230199040112365,-16493.099621915426,-15771.22798682459,0.3119240444897657,0.4716124088716449,-13431.231212697552,-16371.202395905268
0.31013402104346266,0.597500191516545,0.3678075935994087,0.4511686145347921,-16549.47565682426,-15952.35005754602,0.329895577583071,0.4577637440680571,-13299.531765220621,-16335.668015024801
0.29924021330245365,0.5165769963365727,0.3950088454715306,0.3741247195394147,-16660.726665782644,-15842.901250913379,0.3099092412236545,0.4045729527778391,-13535.901472918664,-16490.024243155298
0.2941518228656096,0.5259399527457658,0.37474263627203447,0.4246904566494439,-16606.57606886406,-15883.93678381616,0.3256161518139869,0.4599164439817656,-13512.85256171712,-16313.681592790155
0.27737918688204033,0.5550777421155005,0.36234570096619223,0.4216540239438195,-16582.463065807427,-16151.13726124646,0.28796687977669866,0.46406701911063963,-13531.994616871598,-16479.065178866
0.2743049402119615,0.46447215246512813,0.3479119871331046,0.3446714537086711,-16658.61499747924,-16117.08580432732,0.3238510540360623,0.42671401206175213,-13858.691556698408,-16400.602653642236
0.24577876314362024,0.4042444282053491,0.2973384988739224,0.3508163882186333,-16932.768687827695,-16438.872073795526,0.2832580284411371,0.3837139013447498,-14054.604278444222,-16713.417156752177
0.2553401029661711,0.44022978717611694,0.3098817313021796,0.35989230682972645,-16797.668208948486,-16334.406516815523,0.2875112766852392,0.4296001068886437,-13959.972247256224,-16504.149074907626
0.26643837485073785,0.4220106155016385,0.3133147375276886,0.3828452271879823,-16727.339956910473,-16360.686934282285,0.311493559880688,0.41055307011298176,-13932.329279685331,-16454.92364217889
0.2615748655877515,0.39979871330573546,0.2998310511377917,0.38844673330220114,-16924.073438813735,-16357.195670108858,0.2969337495375212,0.4365937739694335,-14101.955042558748,-16518.382708216915
0.2659752532591493,0.4441430441420758,0.3243929836527951,0.37556346889064346,-16665.157804342627,-16294.661258930304,0.3259834636676167,0.41101550460252745,-13923.495102194527,-16275.606523935614
0.3038794474159431,0.493706089915253,0.38023111581339947,0.3947640747073841,-16452.10891570679,-15833.250039228307,0.31936699389024703,0.4549742828498885,-13744.741308146622,-16169.605380630102
0.27929028553700036,0.5330976217944997,0.3977685905712615,0.4319904332866303,-16553.353900584807,-15876.088713131654,0.323532629683915,0.48435761771311325,-13552.554483579497,-16516.89616309652
0.32210547405513307,0.4871777893870245,0.4087462679263948,0.4060455312809919,-16337.944221124288,-15902.4484343636,0.33305314179699963,0.480013048087533,-13618.12382793471,-16227.557554578665
0.31046552992964543,0.5073684275976784,0.3997403285696591,0.4241493255833604,-16307.508724093526,-15856.633794384403,0.34429561379605583,0.49180655096210907,-13718.585964553702,-16206.72816622581
0.2553226351156343,0.5434363943869487,0.32967857629099573,0.3646572476941781,-16748.3663607729,-16050.763044281946,0.35307422203568645,0.41445369703096285,-13547.44004339341,-16267.77289121031
0.2764855878091358,0.49648812595632014,0.3426314575565685,0.358723663694648,-16737.679540358047,-16120.093912632208,0.30902097596264005,0.43121386883931934,-13789.220517795253,-16436.498633188523
